S No,Product_Name,Product_Author,Book_Format,Sales_Price,Product_Rating,Genre,State,Region,Date,Cost_Price,Page_Count
13083,Venetian Gothic,Philip Gwynne Jones,Paperback,8.99,4.5,Sci-Fi,California,West,6/1/2023,6.61,76
13084,Let the Dead Speak,Jane Casey,Paperback,8.99,5,Comedy,Texas,South,6/1/2023,6.61,196
13085,The Bootlegger,Clive Cussler,Paperback,8.99,4.5,Poetry,California,West,6/1/2023,6.61,137
13086,Still Dark,Alex Gray,Paperback,9.99,4.5,Thriller,Arkansas,South,6/1/2023,7.34,206
13087,Boss Girl,Emma Tallon,Hardcover,11.3,1,Sci-Fi,California,West,6/1/2023,8.31,166
13088,Trinity,Leon Uris,Paperback,12.9,4.5,Sci-Fi,Texas,South,6/1/2023,9.48,147
13089,Open Carry,Marc Cameron,Digital,8.99,4,Thriller,Michigan,Midwest,6/1/2023,6.61,
13090,Three Faced Doll,Suzi Bamblett,Paperback,10.9,4,Poetry,Ohio,Midwest,6/1/2023,8.01,144
13091,The Getaway,Jim Thompson,Paperback,13.3,4.5,Comedy,New York,Northeast,6/1/2023,9.78,183
13092,Things in Jars,Jess Kidd,Paperback,8.99,4,Sci-Fi,Nevada,West,6/1/2023,6.61,159
13093,The Last House,R. G. Adams,Hardcover,18.9,5,Romance,Michigan,Midwest,6/1/2023,13.89,192
13094,The Night Watch,Neil Lancaster,Hardcover,14.9,4,Poetry,Washington,West,6/1/2023,10.95,100
13095,The Postman Always Rings Twice,James M. Cain,Paperback,8.99,4.5,Sci-Fi,Pennsylvania,Northeast,6/1/2023,6.61,83
13096,The Distant Hours,Kate Morton,Paperback,10.4,4,Thriller,Florida,South,6/1/2023,7.64,130
13097,The Fell,Sarah Moss,Paperback,8.99,4.5,Fantasy,Illinois,Midwest,6/1/2023,6.61,132
13098,Your Neighbour's Wife,Tony Parsons,Paperback,8.99,4.5,Thriller,North Carolina,South,6/1/2023,6.61,112
13099,The Stratford Murder,Mike Hollow,Paperback,8.99,4.5,Poetry,California,West,6/1/2023,6.61,135
13100,Only Child,Rhiannon Navin,Paperback,8.99,4.5,Sci-Fi,New York,Northeast,6/1/2023,6.61,112
13101,The Family Business,Hania Allen,Paperback,9.99,4,Thriller,South Dakota,Midwest,6/1/2023,7.34,165
13102,Where Demons Hide,Douglas Skelton,Paperback,8.99,4,Romance,New Hampshire,Northeast,6/1/2023,6.61,138
13103,The Faceless Villain: A Collection of the Eeriest Unsolved Murders of the 20th Century: Volume One,Jenny Ashford,Paperback,17,4,Comedy,Massachusetts,Northeast,6/1/2023,12.49,259
13104,A Drop of the Hard Stuff,Lawrence Block,Paperback,81,4,Poetry,Illinois,Midwest,6/1/2023,59.53,525
13105,1922,Stephen King,Paperback,7.99,4.5,Sci-Fi,Washington,West,6/1/2023,5.87,150
13106,KILLER INTENT,Tony Kent,Hardcover,12.9,4.5,Thriller,California,West,6/1/2023,9.48,154
13107,Death at the Dance,Verity Bright,Hardcover,9.16,4.5,Sci-Fi,New Jersey,Northeast,6/1/2023,6.73,108
13108,Cargo Of Eagles,Margery Allingham,Paperback,79,4.5,Romance,California,West,6/1/2023,58.06,202
13109,A Rule Against Murder,Louise Penny,Paperback,9.83,4.5,Comedy,New York,Northeast,6/1/2023,7.23,172
13110,The Boyfriend,Michelle Frances,Digital,8.99,4,Poetry,California,West,6/1/2023,6.61,
13111,Chopper III,Mark Brandon Read,Hardcover,16.9,4,Sci-Fi,Texas,South,6/1/2023,12.42,129
13112,The Ruined Map,Kobo Abe,Digital,9.99,4,Thriller,Pennsylvania,Northeast,6/1/2023,7.34,
13113,Agatha Raisin and the Vicious Vet,M.C. Beaton,Paperback,9.99,4,Sci-Fi,California,West,6/1/2023,7.34,216
13114,Because She Loves Me,Mark Edwards,Paperback,9.64,4.5,Comedy,California,West,6/1/2023,7.09,118
13115,Such a Good Mother,Helen Monks Takhar,Paperback,8.99,4,Poetry,Missouri,Midwest,6/1/2023,6.61,142
13116,The Betrayal of Anne Frank,Rosemary Sullivan,Hardcover,20,4.5,Romance,Michigan,Midwest,6/1/2023,14.7,145
13117,The Saboteur,Simon Conway,Paperback,9.99,4,Sci-Fi,New Jersey,Northeast,6/1/2023,7.34,120
13118,The Big Chill,Doug Johnstone,Paperback,8.99,5,Fantasy,Florida,South,6/1/2023,6.61,54
13119,The Princess Of Denmark,Edward Marston,Paperback,8.99,4,Romance,Florida,South,6/1/2023,6.61,115
13120,The Hollows,Mark Edwards,Paperback,8.99,4.5,Fantasy,North Carolina,South,6/1/2023,6.61,103
13121,The Secret of Chimneys,Agatha Christie,Digital,8.99,4.5,Poetry,Arizona,West,6/1/2023,6.61,
13122,Home Invasion,William W. Johnstone,Paperback,7.99,4,Sci-Fi,California,West,6/1/2023,5.87,69
13123,The Impossible Dead,Ian Rankin,Paperback,8.99,4.5,Thriller,Washington,West,6/1/2023,6.61,160
13124,The Third Nero,Lindsey Davis,Paperback,9.99,4.5,Fantasy,South Dakota,Midwest,6/1/2023,7.34,216
13125,Death of a Hollow Man,Caroline Graham,Paperback,10.9,4.5,Fantasy,California,West,6/1/2023,8.01,97
13126,The Mirage,Matt Ruff,Paperback,12.9,4,Sci-Fi,California,West,6/1/2023,9.48,162
13127,The President's Daughter,President Bill Clinton,Hardcover,20,4.5,Fantasy,Texas,South,6/1/2023,14.7,114
13128,"Trust Me, I'm Dead",Sherryl Clark,Digital,9.99,4,Thriller,Washington,West,6/1/2023,7.34,
13129,The Web They Wove,Catherine Yaffe,Paperback,7.99,4,Poetry,California,West,6/1/2023,5.87,148
13130,The Mirror Crack'd From Side to Side,Agatha Christie,Paperback,8.99,4.5,Poetry,Michigan,Midwest,6/1/2023,6.61,125
13131,I Told You This Would Happen,Elaine Murphy,Paperback,13.9,4.5,Romance,California,West,6/1/2023,10.22,166
13132,The Very Nice Box,Laura Blackett,Paperback,9.99,4,Romance,North Carolina,South,6/1/2023,7.34,110
13133,Sleeping in the Ground,Peter Robinson,Paperback,9.99,5,Non Fiction,Florida,South,6/1/2023,7.34,149
13134,Red Traitor,Owen Matthews,Digital,10.4,4.5,Comedy,Illinois,Midwest,6/1/2023,7.64,
13135,Dark Matter,Blake Crouch,Hardcover,18.2,4.5,Thriller,California,West,6/1/2023,13.38,231
13136,Strange Case of Dr Jekyll and Mr Hyde and Other Tales,Robert Louis Stevenson,Paperback,6.06,4.5,Non Fiction,Vermont,Northeast,6/1/2023,4.45,119
13137,Unnatural Causes,P. D. James,Paperback,9.99,4.5,Thriller,California,West,6/1/2023,7.34,133
13138,The Librarian's Vampire Assistant,Mimi Jean Pamfiloff,Paperback,12.6,1.5,Thriller,North Carolina,South,6/1/2023,9.26,138
13139,The Rope Artist,Fuminori Nakamura,Paperback,9.99,4,Comedy,California,West,6/1/2023,7.34,179
13140,Could You Survive Midsomer?,Simon Brew,Hardcover,12.9,4,Fantasy,California,West,6/1/2023,9.48,131
13141,An Expert in Murder,Nicola Upson,Paperback,8.99,4,Comedy,Florida,South,6/1/2023,6.61,192
13142,Secret of the Templars,Paul Christopher,Paperback,8.99,4.5,Romance,New York,Northeast,6/1/2023,6.61,102
13143,Dead Scared,Sharon Bolton,Paperback,9.99,4.5,Sci-Fi,Pennsylvania,Northeast,6/1/2023,7.34,110
13144,The Faithful Spy,Alex Berenson,Paperback,16.9,5,Sci-Fi,North Carolina,South,6/1/2023,12.42,287
13145,Trance State,John Case,Audio,17.9,4.5,Thriller,South Dakota,Midwest,6/1/2023,13.16,
13146,The Survivor,Simon Conway,Paperback,9.99,4,Sci-Fi,Texas,South,6/1/2023,7.34,125
13147,The Likeness,Tana French,Paperback,10.4,4.5,Thriller,Pennsylvania,Northeast,6/1/2023,7.64,173
13148,When We Were Orphans,Kazuo Ishiguro,Paperback,64,4.5,Sci-Fi,Texas,South,6/1/2023,47.04,589
13149,This is What Happened,Mick Herron,Paperback,9.99,4.5,Thriller,Minnesota,Midwest,6/1/2023,7.34,173
13150,The Doomsday Prophecy,Scott Mariani,Paperback,10.4,4.5,Thriller,Missouri,Midwest,6/1/2023,7.64,144
13151,Death of a Celebrity,M.C. Beaton,Paperback,9.99,4,Poetry,North Carolina,South,6/1/2023,7.34,113
13152,Fool Me Twice,J M Dalgliesh,Paperback,11.7,4.5,Sci-Fi,Texas,South,6/1/2023,8.6,159
13153,Going Rogue,Janet Evanovich,Digital,10.4,4,Sci-Fi,Minnesota,Midwest,6/1/2023,7.64,
13154,Dangerous,Jessie Keane,Paperback,9.99,5,Thriller,California,West,6/1/2023,7.34,96
13155,Maigret Defends Himself,Georges Simenon,Paperback,8.99,4.5,Fantasy,North Carolina,South,6/1/2023,6.61,103
13157,The Confessor,Daniel Silva,Paperback,9.99,5,Thriller,California,West,6/1/2023,7.34,106
13158,Another One Goes Tonight,Peter Lovesey,Paperback,9.99,5,Non Fiction,Michigan,Midwest,6/1/2023,7.34,190
13159,Moriarty,Anthony Horowitz,Hardcover,9.99,4,Fantasy,California,West,6/1/2023,7.34,139
13160,The Last Hunt,Deon Meyer,Digital,45,5,Sci-Fi,Florida,South,6/1/2023,33.08,
13161,The Ruins,Scott Smith,Hardcover,8.99,4.5,Romance,Texas,South,6/1/2023,6.61,98
13162,The House of Footsteps,Mathew West,Digital,8.99,4,Romance,California,West,6/1/2023,6.61,
13163,The Fire Engine That Disappeared,Maj Sjoewall,Paperback,8.99,4.5,Romance,California,West,6/1/2023,6.61,139
13164,One Last Job,Tom Pettifor,Paperback,9.83,4.5,Romance,California,West,6/1/2023,7.23,139
13165,Kennedy's Avenger,Dan Abrams,Hardcover,14.2,4,Thriller,California,West,6/1/2023,10.44,160
13166,Blindside: (Michael Bennett 12). A missing daughter. A captive son. A secret deal.,James Patterson,Hardcover,20,5,Poetry,Missouri,Midwest,6/1/2023,14.7,117
13167,After the Funeral,Agatha Christie,Digital,8.99,4.5,Comedy,Massachusetts,Northeast,6/1/2023,6.61,
13168,Gangs of Britain - The Gripping True Stories Behind Britain's Organised Crime,Wensley Clarkson,Paperback,8.99,4,Thriller,California,West,6/1/2023,6.61,82
13169,"Murder, She Wrote: A Killer On The Court",Jessica Fletcher,Digital,8.99,4,Comedy,Nevada,West,6/1/2023,6.61,
13170,Westward,J.D. Kirk,Paperback,8.99,4.5,Thriller,Missouri,Midwest,6/1/2023,6.61,184
13171,The Skeleton Key,Erin Kelly,Paperback,10.4,4.5,Thriller,Colorado,West,6/1/2023,7.64,150
13172,At Bertram's Hotel,Agatha Christie,Digital,8.99,4.5,Comedy,Colorado,West,6/1/2023,6.61,
13173,Unholy Murder,Lynda La Plante,Hardcover,20,5,Fantasy,Pennsylvania,Northeast,6/1/2023,14.7,90
13174,False Impression,Jeffrey Archer,Hardcover,10.1,4.5,Poetry,Massachusetts,Northeast,6/1/2023,7.42,129
13175,The Tangled Treasure Trail,Benedict Brown,Digital,12.9,4.5,Sci-Fi,South Dakota,Midwest,6/1/2023,9.48,
13176,The Bazaar of Bad Dreams,Stephen King,Paperback,9.99,4.5,Thriller,Nevada,West,6/1/2023,7.34,168
13177,Arsenic and Mercy Quint,John Rigbey,Digital,10,4,Comedy,California,West,6/1/2023,7.35,
13178,Bad Actors,Mick Herron,Hardcover,18.9,5,Sci-Fi,California,West,6/1/2023,13.89,136
13179,The Dark Hours,Michael Connelly,Hardcover,20,5,Sci-Fi,Texas,South,6/1/2023,14.7,136
13180,Ritual,Mo Hayder,Paperback,10.9,4,Sci-Fi,Minnesota,Midwest,6/1/2023,8.01,115
13181,The Breakdown: The gripping thriller from the bestselling author of Behind Closed Doors,B A Paris,Paperback,8.99,4.5,Thriller,Missouri,Midwest,6/1/2023,6.61,159
13182,The Christmas Killer,Alex Pine,Paperback,9.99,4.5,Sci-Fi,Minnesota,Midwest,6/1/2023,7.34,187
13183,Death Message,Kate London,Paperback,8.99,4,Thriller,California,West,6/1/2023,6.61,119
13184,The Great Deceiver,Elly Griffiths,Hardcover,22,4,Comedy,Idaho,West,6/1/2023,16.17,232
13185,Pitch Black,Alex Gray,Paperback,9.99,4.5,Fantasy,Florida,South,6/1/2023,7.34,90
13186,We Know You Know,Erin Kelly,Digital,8.99,4.5,Sci-Fi,Vermont,Northeast,6/1/2023,6.61,
13187,The Ghost Woods,C.J. Cooke,Paperback,10.4,4,Fantasy,California,West,6/1/2023,7.64,116
13188,Brouhaha,Ardal O'Hanlon,Hardcover,16.9,4,Poetry,Florida,South,6/1/2023,12.42,90
13189,The Southern Book Club's Guide to Slaying Vampires,Grady Hendrix,Paperback,13.9,4.5,Romance,Michigan,Midwest,6/1/2023,10.22,173
13190,To The Lions,Holly Watt,Paperback,8.99,4.5,Thriller,Minnesota,Midwest,6/1/2023,6.61,128
13191,The Titanic Secret,Clive Cussler,Paperback,9.44,5,Thriller,North Carolina,South,6/1/2023,6.94,88
13192,City on Fire,Don Winslow,Hardcover,20,5,Non Fiction,Missouri,Midwest,6/1/2023,14.7,70
13193,Bullseye,James Patterson,Paperback,8.99,4.5,Comedy,Texas,South,6/1/2023,6.61,80
13194,The Art of Hearing Heartbeats,Jan-Philipp Sendker,Digital,9.19,4.5,Sci-Fi,New York,Northeast,6/1/2023,6.75,
13195,Ordeal by Innocence,Agatha Christie,Paperback,8.99,4.5,Thriller,Arizona,West,6/1/2023,6.61,157
13196,The Second Cut,Louise Welsh,Digital,9.99,4,Fantasy,Texas,South,6/1/2023,7.34,
13197,The Twist of a Knife,Anthony Horowitz,Hardcover,20,5,Fantasy,Michigan,Midwest,6/1/2023,14.7,124
13198,The Adversary,Emmanuel Carrere,Paperback,9.99,4,Poetry,Nevada,West,6/1/2023,7.34,117
13199,Remain Silent,Susie Steiner,Paperback,8.99,4.5,Thriller,California,West,6/1/2023,6.61,96
13200,Hell's Half Acre,Susan Jonusas,Paperback,9.99,4,Sci-Fi,Virginia,South,6/1/2023,7.34,143
13201,The Berlin Spies,Alex Gerlis,Paperback,8.99,4.5,Thriller,Ohio,Midwest,6/1/2023,6.61,125
13202,Paths of Glory,Jeffrey Archer,Paperback,10.4,4.5,Poetry,Iowa,Midwest,6/1/2023,7.64,126
13203,The Deep,Nick Cutter,Paperback,10.9,4.5,Thriller,Florida,South,6/1/2023,8.01,194
13204,"Behold, Here's Poison",Georgette Heyer,Paperback,8.99,5,Poetry,Idaho,West,6/1/2023,6.61,133
13205,Blue Shoes And Happiness,Alexander McCall Smith,Paperback,8.99,5,Thriller,Florida,South,6/1/2023,6.61,158
13206,The Clydach Murders,John Morris,Paperback,9.99,4.5,Sci-Fi,California,West,6/1/2023,7.34,117
13207,The Broken Afternoon,Simon Mason,Hardcover,16.9,4,Thriller,Florida,South,6/1/2023,12.42,155
13208,Hydra,Matt Wesolowski,Paperback,8.99,4.5,Comedy,Ohio,Midwest,6/1/2023,6.61,221
13209,Master of the Day of Judgment,Leo Perutz,Hardcover,7.99,4.5,Thriller,California,West,6/1/2023,5.87,122
13210,Deja Dead,Kathy Reichs,Paperback,9.99,4.5,Thriller,Florida,South,6/1/2023,7.34,159
13211,The Blood,E. S. Thomson,Paperback,9.99,4,Comedy,California,West,6/1/2023,7.34,110
13212,Secrets Between Friends,Tracy Buchanan,Paperback,9.64,1,Thriller,North Carolina,South,6/1/2023,7.09,114
13213,The Stolen Girls,Patricia Gibney,Paperback,10.4,4.5,Fantasy,California,West,6/1/2023,7.64,124
13214,Black Mad Wheel,Josh Malerman,Paperback,8.99,4,Sci-Fi,Arizona,West,6/1/2023,6.61,128
13215,Long Lost,Harlan Coben,Digital,8.99,4,Comedy,Massachusetts,Northeast,6/1/2023,6.61,
13216,The Vanished Bride,Bella Ellis,Hardcover,9.99,4.5,Thriller,New York,Northeast,6/1/2023,7.34,110
13217,Postmortem,Patricia Cornwell,Paperback,96,4.5,Non Fiction,California,West,6/1/2023,70.56,555
13218,Emma in the Night,Wendy Walker,Paperback,8.99,4.5,Thriller,California,West,6/1/2023,6.61,99
13219,Saint Peter's Snow,Leo Perutz,Paperback,7.99,4,Comedy,Michigan,Midwest,6/1/2023,5.87,105
13220,Hope to Die,James Patterson,Paperback,8.99,4.5,Thriller,Florida,South,6/1/2023,6.61,135
13221,The Dying Hours,Mark Billingham,Hardcover,8.99,5,Sci-Fi,Minnesota,Midwest,6/1/2023,6.61,149
13222,The Death Collectors,J. A. Kerley,Hardcover,16.9,4.5,Poetry,Florida,South,6/1/2023,12.42,167
13223,Death of the Black Widow,James Patterson,Paperback,9.99,4.5,Thriller,Pennsylvania,Northeast,6/1/2023,7.34,174
13224,The Angel's Mark,S. W. Perry,Paperback,9.35,5,Thriller,Pennsylvania,Northeast,6/1/2023,6.87,170
13225,Wanderers,Chuck Wendig,Digital,9.99,4,Thriller,Florida,South,6/1/2023,7.34,
13226,Deadly Cross,James Patterson,Paperback,9.99,5,Comedy,Ohio,Midwest,6/1/2023,7.34,143
13227,The Girl on the Train,Paula Hawkins,Paperback,70,4.5,Fantasy,Ohio,Midwest,6/1/2023,51.45,562
13228,Death of an Expert Witness,P. D. James,Paperback,9.99,4,Sci-Fi,Arizona,West,6/1/2023,7.34,151
13229,"Miss Seeton, By Appointment",Hampton Charles,Paperback,7.99,4.5,Sci-Fi,Washington,West,6/1/2023,5.87,106
13230,Homecoming,Isabel Ashdown,Paperback,46,1.5,Thriller,Florida,South,6/1/2023,33.81,388
13231,Death in the Cotswolds,Rebecca Tope,Paperback,8.99,4.5,Thriller,California,West,6/1/2023,6.61,157
13232,Murder in the Village,Faith Martin,Paperback,8.99,4,Sci-Fi,Arizona,West,6/1/2023,6.61,152
13233,Rules for Perfect Murders,Peter Swanson,Paperback,8.99,4,Sci-Fi,California,West,6/1/2023,6.61,127
13234,Nineteen Eighty-Four With the Introductory Essay 'Why I Write',George Orwell,Digital,99,2,Non Fiction,California,West,6/1/2023,72.77,
13235,Red Metal,Mark Greaney,Paperback,11,4,Thriller,New Jersey,Northeast,6/1/2023,8.08,128
13236,Rush of Blood,Mark Billingham,Paperback,8.99,4.5,Thriller,Washington,West,6/1/2023,6.61,122
13237,The Patient Man,Joy Ellis,Paperback,93,2.5,Non Fiction,Idaho,West,6/1/2023,68.36,488
13238,Treachery In Death,J. D. Robb,Paperback,9.83,4.5,Fantasy,South Dakota,Midwest,6/1/2023,7.23,162
13239,Revenge in the Cotswolds,Rebecca Tope,Paperback,8.99,4,Sci-Fi,Washington,West,6/1/2023,6.61,118
13240,1st to Die,James Patterson,Paperback,10.4,5,Poetry,New York,Northeast,6/1/2023,7.64,94
13241,Moscow Rules,Daniel Silva,Paperback,10.4,5,Comedy,Florida,South,6/1/2023,7.64,145
13242,Cold is the Grave,Peter Robinson,Paperback,10.4,4.5,Fantasy,California,West,6/1/2023,7.64,139
13243,Star of Africa,Scott Mariani,Digital,95,4.5,Non Fiction,California,West,6/1/2023,69.83,
13244,Special Circumstances,Sheldon Siegel,Paperback,12,4,Comedy,Washington,West,6/1/2023,8.82,178
13245,Girl Zero,A. A. Dhand,Paperback,33,4,Thriller,Texas,South,6/1/2023,24.25,260
13246,The Tarnished Chalice,Susanna Gregory,Paperback,10.2,4.5,Sci-Fi,California,West,6/1/2023,7.5,145
13247,May Day Murder,Julie Wassmer,Paperback,8.99,4,Poetry,Washington,West,6/1/2023,6.61,169
13248,When Eight Bells Toll,Alistair MacLean,Paperback,8.99,4.5,Romance,Minnesota,Midwest,6/1/2023,6.61,122
13249,Take Me In,Sabine Durrant,Paperback,8.99,4.5,Poetry,Pennsylvania,Northeast,6/1/2023,6.61,134
13250,Cold Kill,P. J. Tracy,Digital,8.99,4.5,Thriller,Louisiana,South,6/1/2023,6.61,
13251,Elevator Pitch: The gripping new crime thriller from number one Sunday Times bestseller for fans of David Baldacci.,Linwood Barclay,Hardcover,20,4.5,Poetry,Arizona,West,6/1/2023,14.7,81
13252,The Old Woman With the Knife,Gu Byeong-mo,Paperback,14.9,4,Thriller,Missouri,Midwest,6/1/2023,10.95,145
13253,Follow Her Home,Steph Cha,Paperback,8.99,4,Sci-Fi,Rhode Island,Northeast,6/1/2023,6.61,133
13254,I Know a Secret,Tess Gerritsen,Paperback,8.99,5,Comedy,California,West,6/1/2023,6.61,82
13255,A Fine Madness,Alan Judd,Paperback,8.99,4,Poetry,New Jersey,Northeast,6/1/2023,6.61,104
13256,Her Payback,Emma Tallon,Paperback,11.3,4.5,Thriller,Illinois,Midwest,6/1/2023,8.31,182
13257,The Circus Train Conspiracy,Edward Marston,Paperback,9.99,4.5,Romance,Florida,South,6/1/2023,7.34,197
13258,The Riddle of the Sands,Erskine Childers,Paperback,7.99,4.5,Sci-Fi,Michigan,Midwest,6/1/2023,5.87,114
13259,Liar Liar,James Patterson,Digital,8.99,4.5,Thriller,Arizona,West,6/1/2023,6.61,
13260,The Crucifix Killer,Chris Carter,Paperback,8.99,5,Sci-Fi,Pennsylvania,Northeast,6/1/2023,6.61,89
13261,Widows: Film Tie-In,Lynda La Plante,Paperback,7.99,4.5,Fantasy,Washington,West,6/1/2023,5.87,102
13262,Post After Post-Mortem,E.C.R Lorac,Paperback,10.4,4,Sci-Fi,Arizona,West,6/1/2023,7.64,176
13263,Lying Beside You,Michael Robotham,Paperback,10.4,4.5,Sci-Fi,Ohio,Midwest,6/1/2023,7.64,62
13264,Nutshell,Ian McEwan,Paperback,9.99,4.5,Thriller,Ohio,Midwest,6/1/2023,7.34,207
13265,Dark Hollow,John Connolly,Paperback,9.99,4.5,Thriller,Massachusetts,Northeast,6/1/2023,7.34,154
13266,False Witness,Karin Slaughter,Hardcover,20,4.5,Comedy,California,West,6/1/2023,14.7,105
13267,Blood and Roses,Mark Dawson,Paperback,8.99,4,Sci-Fi,Michigan,Midwest,6/1/2023,6.61,123
13268,The Creak on the Stairs,Eva Bjorg AEgisdottir,Paperback,8.99,4.5,Comedy,South Dakota,Midwest,6/1/2023,6.61,190
13269,Ash,James Herbert,Paperback,11,4.5,Sci-Fi,California,West,6/1/2023,8.08,201
13270,The Memory Wood,Sam Lloyd,Paperback,9.99,4.5,Thriller,Florida,South,6/1/2023,7.34,169
13271,Outlaw,James Swallow,Digital,55,4,Thriller,New York,Northeast,6/1/2023,40.42,
13272,The Pudding Lane Plot,Susanna Gregory,Hardcover,10.4,4,Romance,Arizona,West,6/1/2023,7.64,126
13273,One Year After,William R Forstchen,Hardcover,8.94,4,Thriller,California,West,6/1/2023,6.57,130
13274,Lost River,J. Todd Scott,Paperback,8.99,4,Poetry,Texas,South,6/1/2023,6.61,120
13275,"""Deviant: True Story of Ed Gein, The Original Psycho """,Schechter,Paperback,12.9,4.5,Thriller,Colorado,West,6/1/2023,9.48,146
13276,White Death,Clive Cussler,Paperback,11,4.5,Comedy,California,West,6/1/2023,8.08,115
13277,Maigret's Secret,Georges Simenon,Hardcover,8.99,4.5,Sci-Fi,Florida,South,6/1/2023,6.61,144
13278,Luckiest Girl Alive,Jessica Knoll,Paperback,8.99,4,Sci-Fi,Nebraska,Midwest,6/1/2023,6.61,122
13279,Rebecca,Daphne Du Maurier,Hardcover,14.9,5,Poetry,Florida,South,6/1/2023,10.95,141
13280,The Night They Vanished,Vanessa Savage,Hardcover,19.9,4,Sci-Fi,North Carolina,South,6/1/2023,14.63,183
13281,Harbour Street,Ann Cleeves,Paperback,8.99,4.5,Thriller,Pennsylvania,Northeast,6/1/2023,6.61,164
13282,The Good Fight,Danielle Steel,Paperback,8.99,4.5,Fantasy,California,West,6/1/2023,6.61,202
13283,Inferno,Dan Brown,Paperback,10.4,4.5,Comedy,Pennsylvania,Northeast,6/1/2023,7.64,168
13284,Ask No Questions,Claire Allan,Paperback,8.99,5,Thriller,Florida,South,6/1/2023,6.61,104
13285,Dark Waters,G. R. Halliday,Paperback,76,4.5,Sci-Fi,Missouri,Midwest,6/1/2023,55.86,665
13286,Below Ground,Michael Wood,Paperback,10.4,4,Sci-Fi,Florida,South,6/1/2023,7.64,93
13287,The Coffin Dancer,Jeffery Deaver,Paperback,10.4,5,Comedy,New Jersey,Northeast,6/1/2023,7.64,169
13288,Before the Storm,Alex Gray,Digital,7.99,4,Fantasy,Missouri,Midwest,6/1/2023,5.87,
13289,In Two Minds,Dr Sohom Das,Paperback,10.9,5,Non Fiction,West Virginia,South,6/1/2023,8.01,218
13290,The Journalist And The Murderer,Janet Malcolm,Paperback,9.99,4.5,Thriller,Pennsylvania,Northeast,6/1/2023,7.34,166
13291,The Grass Crown,Colleen McCullough,Paperback,14.9,5,Poetry,California,West,6/1/2023,10.95,206
13292,A Deadly Tonic,VL McBeath,Paperback,7.42,4,Comedy,Ohio,Midwest,6/1/2023,5.45,212
13293,Death of a Ghost,M C Beaton,Paperback,6.84,4.5,Romance,Arizona,West,6/1/2023,5.03,129
13295,Spy,Danielle Steel,Digital,8.99,4.5,Sci-Fi,California,West,6/1/2023,6.61,
13296,A Plague On Both Your Houses,Susanna Gregory,Paperback,52,4.5,Romance,New York,Northeast,6/1/2023,38.22,500
13297,The Viaduct Killings,Wes Markin,Paperback,10.9,4,Comedy,Massachusetts,Northeast,6/1/2023,8.01,179
13298,The Wolf Hunters,Amanda Mitchison,Paperback,11.4,4.5,Non Fiction,Pennsylvania,Northeast,6/1/2023,8.38,147
13299,I Remember You,Yrsa Sigurdardottir,Hardcover,9.99,4.5,Sci-Fi,Missouri,Midwest,6/1/2023,7.34,132
13300,Escape,David McMillan,Hardcover,10.4,4,Thriller,Minnesota,Midwest,6/1/2023,7.64,100
13301,Hangman's Holiday,Dorothy L Sayers,Paperback,9.99,4,Thriller,Washington,West,6/1/2023,7.34,126
13302,Hoods: The Gangs of Nottingham - A Study in Organized Crime,Carl Fellstrom,Hardcover,16.9,4.5,Romance,Arkansas,South,6/1/2023,12.42,174
13303,February's Son,Alan Parks,Paperback,8.99,4.5,Thriller,Missouri,Midwest,6/1/2023,6.61,153
13304,The Best of Our Spies,Alex Gerlis,Paperback,8.99,4.5,Thriller,Washington,West,6/1/2023,6.61,111
13305,Real World,Natsuo Kirino,Paperback,32,4.5,Poetry,California,West,6/1/2023,23.52,250
13306,The Psychopath,Mary Turner Thomson,Paperback,8.99,4.5,Fantasy,North Dakota,Midwest,6/1/2023,6.61,129
13307,Hitler's Secret,Rory Clements,Hardcover,12.9,5,Comedy,California,West,6/1/2023,9.48,135
13308,The Lucky Eight,Sheila Bugler,Digital,8.99,4.5,Thriller,Nevada,West,6/1/2023,6.61,
13309,Dark Flight,Lin Anderson,Paperback,8.99,5,Thriller,Nevada,West,6/1/2023,6.61,171
13310,The Lazarus Solution,Kjell Ola Dahl,Paperback,9.99,5,Poetry,Illinois,Midwest,6/1/2023,7.34,182
13311,The Girl Before,JP Delaney,Paperback,8.99,4.5,Thriller,Pennsylvania,Northeast,6/1/2023,6.61,92
13312,Curse the Day,Judith O'Reilly,Paperback,8.99,4,Thriller,Pennsylvania,Northeast,6/1/2023,6.61,160
13313,Missing in Shanghai,Jean Harrod,Paperback,32,4.5,Comedy,Missouri,Midwest,6/1/2023,23.52,204
13314,Never Somewhere Else,Alex Gray,Paperback,9.99,4.5,Comedy,Florida,South,6/1/2023,7.34,153
13315,The Devil Takes You Home,Gabino Iglesias,Hardcover,9.99,4,Comedy,Pennsylvania,Northeast,6/1/2023,7.34,87
13316,The Sixth Cadfael Omnibus,Ellis Peters,Paperback,16.9,5,Comedy,New Jersey,Northeast,6/1/2023,12.42,211
13317,Dead Beat,Val McDermid,Paperback,8.99,4.5,Comedy,California,West,6/1/2023,6.61,159
13318,Inca Gold,Clive Cussler,Paperback,10.4,4.5,Poetry,Illinois,Midwest,6/1/2023,7.64,138
13319,Fight Back,Anna Smith,Paperback,63,5,Poetry,Idaho,West,6/1/2023,46.3,622
13320,The Arsenic Labyrinth,Martin Edwards,Paperback,8.99,4.5,Non Fiction,New Hampshire,Northeast,6/1/2023,6.61,161
